M_r   logMbary(logMsun) Re(kpc)
all units have assumed Ho=70 km/s
-21.535 10.823 7.250
-23.736 11.772 18.413
-18.633 9.555 1.517
-21.062 10.595 5.043
-21.598 10.806 4.033
-20.917 10.465 4.184
-20.935 10.344 4.075
-20.846 10.499 2.631
-21.044 10.655 3.849
-21.451 10.705 9.037
-20.959 10.629 2.758
-20.165 10.227 2.699
-22.932 11.345 8.826
-19.712 9.665 3.134
-21.243 10.745 2.442
-21.345 10.595 5.254
-20.876 10.436 5.790
-21.247 10.795 5.492
-21.494 10.846 4.110
-22.223 11.085 4.704
-22.380 11.195 12.688
-21.218 10.735 3.986
-21.928 11.115 5.580
-21.411 10.755 8.313
-19.543 9.885 3.137
-19.967 10.075 3.604
-20.543 10.475 2.868
-20.189 9.855 1.972
-19.918 10.135 2.602
-21.497 10.945 3.779
-20.624 10.125 2.803
-20.195 10.135 1.896
-20.267 10.285 2.743
-21.056 10.333 3.474
-21.327 10.865 6.081
-20.905 10.535 3.488
-21.227 10.674 4.004
-19.234 9.885 5.871
-21.539 10.765 3.841
-21.208 10.407 9.052
-20.864 10.515 2.753
-21.762 10.689 4.764
-20.728 10.355 4.267
-20.925 10.645 5.222
-22.343 11.075 6.990
-20.800 10.516 2.575
-20.593 10.403 1.997
-20.780 10.195 4.388
-20.799 10.485 5.079
-20.497 10.425 2.663
-19.508 9.756 3.279
-20.653 10.335 5.515
-20.291 10.230 2.239
-22.197 11.085 6.049
-22.186 11.015 3.786
-22.338 11.176 7.591
-20.855 10.187 4.954
-20.852 10.515 3.400
-20.880 10.535 3.198
-20.671 10.316 2.048
-21.265 10.832 9.502
-22.071 10.815 3.848
-20.840 10.275 5.809
-20.950 10.290 3.421
-22.219 10.715 8.151
-19.898 10.025 6.899
-20.172 10.175 3.746
-21.182 10.755 3.374
-19.840 9.866 5.597
-20.026 9.680 3.310
-20.263 10.025 3.709
-21.202 10.465 5.407
-21.532 10.685 4.784
-20.114 10.105 4.431
-21.571 10.665 9.664
-22.165 11.135 6.405
-20.956 10.505 3.972
-20.619 10.295 3.196
-19.401 9.915 5.345
-19.496 9.845 3.123
-20.343 10.175 3.030
-21.185 10.755 5.060
-20.970 10.505 4.881
-21.403 10.874 8.861
-19.369 9.875 2.909
-21.601 10.945 6.290
-20.419 10.405 3.393
-20.744 10.445 3.206
-21.352 10.565 6.483
-20.131 10.175 4.336
-20.340 10.305 4.504
-20.236 10.085 3.111
-21.313 10.769 4.102
-21.263 10.162 6.448
-20.187 9.995 2.394
-22.076 11.114 7.761
-22.846 11.265 12.219
-21.335 10.703 3.756
-20.556 10.327 5.349
-21.576 10.675 7.045
-21.210 10.535 5.218
-19.774 9.705 1.924
-19.391 10.035 4.124
-19.773 9.891 5.888
-20.145 10.235 3.592
-19.967 10.035 3.124
-20.530 10.155 5.075
-19.988 10.023 5.038
-22.416 11.225 6.376
-21.620 10.795 10.961
-18.045 9.495 2.436
-20.544 10.325 4.872
-19.556 9.678 3.075
-20.351 10.215 2.756
-21.016 10.485 4.165
-21.324 10.595 5.258
-21.744 10.865 4.799
-21.394 10.635 5.794
-21.154 10.605 4.508
-20.651 10.185 3.542
-21.127 10.684 3.205
-18.693 9.851 1.864
-21.385 10.348 6.192
-21.948 10.809 8.875
-21.624 10.633 5.153
-20.591 9.995 5.308
-21.585 10.715 11.222
-20.185 10.045 7.158
-20.395 10.505 2.528
-21.706 10.795 6.510
-20.705 10.425 4.933
-22.311 11.035 10.169
-21.443 10.878 7.805
-20.947 10.455 4.426
-19.793 9.900 4.887
-21.299 10.460 4.526
-21.589 10.685 6.002
-21.104 10.485 3.547
-19.587 9.851 3.246
-20.614 10.325 6.556
-22.471 11.255 11.331
-20.794 10.465 2.540
-21.490 10.885 3.342
-20.025 10.015 7.450
-20.388 10.094 2.317
-20.527 10.193 5.446
-20.554 10.235 2.947
-18.500 9.405 2.219
-21.853 10.957 3.553
-21.847 10.815 5.056
-20.388 10.385 4.695
-20.112 10.125 4.368
-21.330 10.615 5.879
-21.670 10.695 7.519
-20.162 10.135 2.225
-20.276 10.092 3.542
-21.974 10.785 12.760
-20.340 10.135 3.747
-20.459 10.185 3.930
-20.150 9.974 5.297
-21.625 10.895 3.883
-21.196 10.535 6.263
-21.701 10.825 6.487
-20.868 10.573 2.418
-21.761 10.617 6.144
-21.362 10.515 8.997
-19.648 9.865 2.513
-21.273 10.495 5.391
-21.446 10.805 4.285
-21.032 10.515 5.688
-21.206 10.475 6.455
-21.382 10.738 5.463
-21.910 10.867 8.884
-20.885 10.521 2.722
-21.094 10.475 4.237
-21.250 10.548 4.909
-20.471 10.305 3.109
-20.335 10.092 3.888
-18.955 9.652 3.424
-21.236 10.594 3.232
-20.670 10.212 4.816
-22.127 10.965 14.322
-21.468 10.405 7.699
-22.156 11.096 4.136
-20.576 10.106 2.257
-21.260 10.425 7.311
-22.102 11.095 6.030
-20.770 10.394 4.469
-22.480 11.155 6.433
-19.234 9.586 2.615
-21.789 11.008 5.734
-21.328 10.705 5.690
-21.573 10.881 4.263
-20.847 10.445 5.050
-21.432 10.845 4.449
-20.522 10.375 3.694
-20.329 10.075 3.975
-20.457 10.325 1.775
-21.320 10.435 4.803
-20.567 10.244 2.671
-19.438 9.875 3.467
-20.651 10.315 3.857
-20.828 10.523 7.397
-21.526 10.759 5.207
-20.320 10.155 7.578
-20.091 9.958 3.954
-21.345 10.555 2.542
-20.681 10.205 4.234
-20.182 10.253 2.811
-20.497 10.305 5.581
-19.830 9.865 2.747
-21.120 10.435 6.063
-20.882 10.465 4.415
-20.607 10.305 2.470
-21.434 10.807 4.951
-20.105 9.985 3.327
-20.912 10.625 3.212
-21.127 10.505 3.614
-22.180 11.115 5.260
-19.656 9.905 4.258
-21.253 10.576 7.999
-20.468 10.185 4.659
-19.161 9.995 6.796
-19.386 9.895 2.118
-21.573 10.531 6.182
-20.582 10.228 4.266
-20.295 10.191 4.940
-19.943 10.015 4.714
-22.351 11.185 9.905
-22.662 11.095 10.118
-22.177 11.055 8.189
-20.604 10.186 3.622
-20.101 10.225 6.200
-23.493 11.455 19.578
-19.314 9.685 3.800
-20.759 10.445 5.050
-19.930 10.175 6.962
-22.349 11.004 8.786
-19.839 10.095 4.393
-19.977 10.155 1.523
-22.052 10.945 8.370
-20.527 10.155 4.489
-21.919 11.038 5.620
-21.014 10.555 5.047
-20.213 10.065 2.254
-21.544 10.891 7.653
-22.158 11.145 6.090
-21.820 10.905 4.165
-19.248 9.815 2.699
-21.403 10.865 4.145
-21.363 10.745 4.153
-20.618 10.405 2.597
-21.893 10.785 6.748
-19.199 9.545 2.019
-20.519 10.345 6.136
-20.125 10.145 2.875
-19.629 9.885 3.109
-20.356 10.007 4.889
-21.195 10.415 7.265
-21.343 10.505 6.680
-20.988 10.500 5.940
-20.230 10.225 1.117
-21.042 10.455 8.666
-22.182 10.864 4.449
-20.130 10.135 4.002
-22.366 11.035 10.122
-21.871 10.745 5.336
-19.039 9.715 2.157
-20.621 10.340 8.037
-20.678 10.448 4.317
-21.385 10.805 8.496
-21.138 10.475 1.629
-20.740 10.375 8.273
-22.005 11.021 5.807
-21.475 10.494 5.834
-20.357 10.225 1.569
-18.919 9.725 5.177
-20.390 10.345 2.895
-19.078 9.555 1.672
-21.361 10.745 6.020
-20.833 10.567 2.913
-22.021 10.965 10.050
-22.881 11.296 25.070
-20.745 10.440 4.436
-22.595 11.022 52.896
-22.948 11.373 18.385
-21.289 10.553 6.864
-22.243 11.135 6.544
-19.226 9.859 2.800
-22.011 10.977 4.972
-21.797 10.915 6.980
-21.659 10.857 4.573
-21.542 10.615 3.737
-22.171 11.105 12.788
-20.974 10.259 7.400
-21.590 10.775 4.135
-19.839 10.405 5.612
-21.282 10.725 3.154
-22.285 11.085 8.538
-21.974 11.032 5.672
-20.398 10.195 3.604
-20.740 10.285 3.488
-21.786 10.940 5.607
-21.955 11.065 5.748
-20.568 10.474 1.521
-19.608 10.049 3.642
-20.980 10.550 2.039
-21.400 10.723 4.835
-20.506 10.435 3.045
-21.178 10.616 5.580
-19.338 9.795 5.021
-21.788 10.872 7.829
-19.588 9.935 1.826
-21.371 10.735 4.682
-20.249 10.136 3.934
-20.420 10.161 5.979
-22.466 11.285 7.129
-20.933 10.565 2.544
-20.313 10.335 4.297
-20.698 10.545 3.887
-22.489 11.217 10.851
-21.447 10.418 3.461
-22.584 11.215 10.617
-20.384 10.205 1.879
-20.964 10.415 6.700
-22.206 11.065 9.320
-20.823 10.373 7.750
-20.332 10.305 7.132
-19.980 9.976 5.981
-20.429 10.165 3.898
-20.848 10.540 2.267
-22.022 10.945 7.443
-21.480 10.937 5.065
-19.443 9.665 3.124
-20.759 10.470 3.055
-22.239 11.194 4.942
-19.320 10.046 7.075
-19.917 10.165 4.356
-20.959 10.722 9.514
-21.518 10.760 5.388
-21.622 10.845 4.205
-19.602 10.225 7.236
-18.652 9.555 1.893
-20.918 10.415 2.698
-21.191 10.412 5.419
-23.135 11.475 15.202
-22.161 10.818 9.363
-22.594 11.235 9.542
-22.125 11.056 9.755
-20.199 10.115 5.603
-21.943 10.935 6.525
-22.037 10.765 6.622
-21.766 11.045 6.076
-21.494 10.725 6.915
-18.834 9.745 3.301
-18.670 9.485 2.075
-22.737 11.001 12.442
-21.317 10.772 6.523
-21.861 10.855 6.023
-20.823 10.498 7.070
-21.547 10.577 6.938
-19.996 9.844 4.408
-21.864 10.935 5.058
-22.092 10.996 7.813
-22.399 10.985 14.831
-19.483 9.745 2.506
-21.034 10.455 6.442
-19.237 9.755 5.576
-20.810 10.345 5.382
-20.614 10.345 4.875
-20.216 9.985 2.949
-20.039 10.259 3.602
-19.358 9.915 1.859
-21.383 10.695 6.813
-20.013 10.008 3.572
-21.451 10.805 3.319
-19.083 9.585 1.664
-21.134 10.615 3.393
-19.045 9.605 4.540
-21.094 10.683 3.272
-20.465 10.525 7.410
-20.871 10.478 2.439
-21.428 10.596 4.364
-20.119 10.042 4.256
-20.963 10.395 6.274
-20.754 10.465 4.067
-20.437 10.335 2.668
-20.684 10.174 3.524
-21.458 10.535 3.610
-22.390 11.196 7.816
-20.444 10.275 3.100
-21.347 10.694 7.289
-21.364 10.495 7.830
-21.120 10.585 4.788
-20.489 10.143 5.225
-20.769 10.585 2.601
-20.372 10.390 7.086
-21.172 10.467 4.721
-19.807 9.985 3.049
-20.406 10.415 2.164
-20.544 10.322 4.999
-19.037 9.785 0.921
-19.903 9.735 3.204
-20.821 10.294 8.221
-19.956 10.055 2.429
-22.332 10.935 8.175
-22.289 10.945 7.707
-19.398 9.755 1.315
-21.152 10.585 7.420
-20.343 10.115 3.037
-21.690 10.919 6.904
-21.224 10.672 3.086
-21.333 10.675 4.209
-21.048 10.365 4.774
-20.196 10.245 2.329
-18.801 9.665 2.926
-21.900 10.995 7.742
-20.881 10.475 7.175
-20.748 10.345 4.100
-22.021 11.038 5.127
-23.081 11.025 30.944
-18.476 9.295 1.363
-20.506 10.125 1.576
-20.044 10.114 6.223
-19.678 10.205 7.092
-21.572 10.696 6.138
-20.997 10.425 3.254
-20.489 10.135 3.051
-22.398 11.075 30.932
-21.048 10.585 3.319
-21.288 10.576 8.897
-19.801 10.035 3.626
-19.166 9.975 5.172
-21.471 10.771 4.904
-22.045 10.961 5.743
-20.989 10.333 6.316
-20.924 10.567 3.523
-21.147 10.415 3.766
-19.857 9.985 4.641
-20.376 10.355 3.074
-19.875 9.925 2.605
-21.289 10.825 6.406
-20.397 10.365 1.691
-20.586 10.260 5.754
-21.809 10.905 4.713
-21.691 10.625 7.710
-20.514 10.264 3.701
-20.637 10.549 6.673
-20.721 10.295 1.493
-20.257 10.235 2.762
-21.610 10.625 9.902
-20.823 10.423 3.752
-20.757 10.355 2.472
-20.714 10.481 2.948
-20.663 10.401 5.583
-20.318 10.345 9.900
-19.718 9.858 3.018
-20.604 10.285 7.906
-20.868 10.325 2.645
-20.879 10.575 4.095
-20.114 10.050 3.314
-22.139 11.094 5.870
-22.111 11.095 4.265
-20.619 10.475 4.476
-21.138 10.415 2.794
-20.063 10.068 5.786
-20.510 10.305 5.065
-20.895 10.435 6.689
-21.519 10.785 6.842
-21.367 10.685 3.429
-21.179 10.765 4.428
-21.119 10.635 8.266
-20.831 10.415 7.458
-19.671 9.853 3.559
-22.669 11.278 9.546
-21.169 10.585 3.998
-20.600 10.295 2.180
-20.980 10.525 3.285
-20.975 10.505 2.206
-21.217 10.665 3.017
-20.844 10.385 6.333
-21.002 10.385 5.285
-21.850 10.985 4.879
-20.518 10.246 1.974
-21.730 10.875 5.565
-20.033 10.186 3.350
-20.992 10.455 6.787
-20.578 10.415 2.175
-19.436 9.777 4.106
-19.489 9.915 3.891
-20.018 9.868 3.526
-19.512 9.690 4.646
-21.371 10.835 3.918
-19.620 9.955 4.405
-20.668 10.485 3.027
-21.163 10.645 2.386
-22.218 11.135 10.120
-20.543 10.305 6.102
-21.585 10.779 3.652
-23.102 11.313 14.633
-22.034 10.955 4.302
-22.352 11.075 5.327
-20.429 10.162 2.292
-21.139 10.730 3.226
-19.977 10.085 3.518
-20.898 10.291 6.600
-22.173 11.158 4.345
-21.982 11.013 4.643
-18.783 9.378 1.866
-20.266 10.075 6.605
-20.181 10.155 3.784
-21.732 10.870 8.696
-19.400 9.891 1.792
-20.602 10.235 1.841
-19.415 9.835 4.916
-20.010 10.015 6.525
-21.134 10.665 7.483
-19.846 9.985 3.866
-20.514 10.293 5.740
-21.752 10.705 9.077
-22.151 11.085 5.966
-19.374 9.846 5.293
-21.390 10.605 3.769
-18.719 9.485 2.119
-20.471 10.235 3.340
-20.306 10.055 4.767
-21.523 10.625 2.611
-20.220 10.265 2.277
-20.705 10.091 2.169
-18.951 9.625 3.865
-19.301 9.650 3.548
-20.180 10.245 4.330
-20.770 10.385 3.129
-20.701 10.315 4.432
-20.292 10.195 5.617
-19.961 10.133 4.646
-20.854 10.475 3.873
-22.220 10.995 8.631
-21.497 10.925 3.034
-21.023 10.525 6.089
-20.581 10.417 1.770
-19.420 9.715 3.470
-20.087 10.127 6.870
-20.967 10.525 5.721
-21.765 10.715 2.310
-20.773 10.395 3.501
-21.385 10.774 2.596
-21.133 10.705 3.605
-19.975 9.955 3.374
-21.489 10.738 3.393
-21.657 10.589 6.319
-20.582 10.205 3.223
-20.477 10.115 3.200
-21.446 10.524 5.548
-21.552 10.622 5.333
-19.169 9.879 2.537
-21.212 10.635 4.035
-19.604 9.625 2.560
-20.544 10.215 8.386
-20.867 10.278 4.925
-21.635 10.845 3.797
-20.750 10.491 4.332
-21.698 10.914 2.900
-21.136 10.319 6.944
-20.634 10.478 3.657
-21.146 10.655 4.923
-20.714 10.559 8.761
-20.023 10.142 2.637
-19.915 9.852 4.535
-18.766 9.655 1.835
-18.094 9.445 1.046
-18.058 9.765 1.848
-19.927 10.111 4.503
-20.977 10.456 3.696
-19.642 9.885 5.368
-19.728 10.128 6.230
-22.154 10.925 10.912
-19.606 9.870 6.293
-20.777 10.113 3.059
-19.335 9.915 4.126
-20.084 10.099 5.354
-20.377 10.435 3.954
-20.549 10.345 3.058
-19.431 9.835 6.224
-20.730 10.565 7.272
-19.940 10.261 4.133
-19.248 9.705 2.441
-20.695 10.475 6.216
-20.042 10.215 8.192
-20.783 10.435 4.881
-21.703 10.735 5.539
-19.948 9.915 1.728
-21.032 10.675 4.668
-18.554 9.595 2.527
-19.399 9.925 4.937
-22.494 11.075 8.843
-18.311 9.285 1.345
-18.799 9.794 3.180
-20.038 10.315 4.587
-20.249 10.365 1.725
-21.097 10.374 5.822
-19.055 9.805 4.786
-20.551 10.366 8.974
-21.751 10.915 7.716
-20.426 10.355 6.562
-20.519 10.390 4.669
-21.499 10.805 4.323
-19.053 9.735 4.359
-19.143 9.655 1.456
-21.360 10.747 4.389
-21.718 10.752 8.393
-19.468 9.885 4.189
-20.917 10.229 3.242
-20.573 10.405 2.053
-21.486 10.735 6.628
-21.760 10.845 5.410
-20.858 10.209 2.569
-20.445 10.225 2.359
-21.829 10.666 6.607
-22.035 10.995 5.108
-21.016 10.423 5.857
-20.906 10.325 5.744
-19.880 9.985 2.561
-20.585 10.415 2.758
-19.140 9.725 3.262
-20.679 10.457 2.453
-21.002 10.625 5.238
-22.388 11.235 7.890
-21.002 10.445 5.289
-19.947 10.095 6.117
-20.030 10.190 3.647
-21.986 11.067 5.233
-21.230 10.647 2.798
-19.326 9.905 5.834
-20.125 10.202 2.601
-21.099 10.755 8.615
-20.650 10.395 4.459
-20.858 10.491 4.971
-20.866 10.547 3.384
-20.735 10.325 4.676
-22.040 11.055 7.840
-21.078 10.335 6.427
-20.888 10.615 8.005
-20.423 10.128 8.842
-21.410 10.645 5.416
-22.209 11.135 13.536
-21.701 11.001 4.934
-22.349 11.235 6.592
-21.424 10.826 5.022
-22.149 11.076 6.426
-21.164 10.705 3.925
-19.168 9.369 1.262
-19.958 10.180 3.773
-21.327 10.545 6.459
-19.796 9.955 1.874
-20.756 10.485 3.034
-19.363 9.859 3.063
-20.345 10.015 3.439
-21.335 10.737 5.462
-21.409 10.732 4.060
-20.561 10.605 4.246
-19.943 9.945 1.427
-20.052 10.135 2.247
-21.567 10.735 5.399
-20.071 9.983 5.363
-20.462 10.649 8.695
-21.436 10.535 8.353
-20.730 10.535 2.658
-19.849 9.995 4.676
-19.136 9.595 3.589
-20.857 10.375 7.795
-20.253 10.247 1.979
-19.746 10.275 5.982
-19.606 9.865 3.706
-19.296 9.995 1.086
-22.411 11.040 7.686
-20.256 10.045 1.520
-21.700 10.854 7.151
-19.661 9.850 2.762
-20.034 9.985 6.804
-19.436 9.745 1.757
-20.954 10.535 2.784
-19.958 9.949 5.165
-20.313 10.265 6.309
-20.908 10.315 5.419
-21.039 10.580 8.051
-19.893 10.055 3.990
-20.470 10.145 3.618
-21.548 10.605 3.693
-19.197 9.608 4.224
-19.622 9.991 5.375
-22.350 11.145 4.377
-19.984 10.135 1.401
-20.106 10.265 7.456
-20.450 10.355 2.712
-19.785 10.173 6.912
-20.971 10.582 2.236
-20.451 10.055 3.659
-20.923 10.556 3.262
-21.030 10.455 3.046
-20.750 10.495 1.728
-20.192 10.015 3.810
-20.229 10.163 2.167
-21.062 10.561 7.097
-19.368 9.867 4.426
-22.677 11.296 8.674
-20.088 10.051 2.323
-20.888 10.552 2.087
-21.043 10.372 4.234
-20.151 10.135 1.727
-20.142 10.235 1.668
-20.990 10.535 3.378
-19.456 9.915 3.041
-20.058 10.110 2.228
-20.836 10.300 5.946
-20.245 10.185 1.725
-20.917 10.348 6.249
-18.748 9.615 2.168
-21.514 10.656 5.512
-20.589 10.325 4.891
-22.647 11.335 7.072
-20.173 10.145 3.781
-21.484 10.595 6.582
-23.093 11.015 22.475
-20.105 10.115 4.977
-21.318 10.645 9.276
-19.898 10.105 1.782
-21.537 10.656 6.044
-20.148 10.104 3.001
-21.931 10.905 6.459
-20.906 10.507 6.555
-20.794 10.505 5.861
-22.023 11.055 5.367
-20.869 10.455 4.061
-20.424 10.208 4.137
-20.853 10.607 3.446
-19.404 9.905 2.762
-21.884 11.035 5.371
-21.439 10.575 7.620
-21.717 10.575 6.708
-19.914 9.885 2.072
-18.551 9.445 1.148
-21.841 10.735 6.968
-21.443 10.505 6.614
-19.148 9.995 5.947
-21.196 10.665 5.560
-21.090 10.605 5.710
-21.595 10.806 4.348
-21.052 10.595 5.843
-20.646 10.150 3.242
-19.858 10.095 1.445
-20.867 10.396 5.390
-20.240 10.195 3.055
-21.405 10.854 5.856
-21.013 10.375 10.111
-19.940 10.165 5.869
-20.723 10.344 6.678
-22.262 11.055 6.730
-21.756 10.825 4.632
-20.612 10.325 6.972
-21.135 10.668 8.017
-20.963 10.300 4.740
-20.847 10.455 2.556
-20.857 10.395 2.100
-21.452 10.765 4.060
-19.890 10.159 3.695
-20.976 10.505 2.595
-20.970 10.455 6.023
-21.788 10.790 8.831
-19.961 10.155 2.193
-21.178 10.663 6.045
-21.047 10.564 4.915
-19.590 9.847 5.810
-21.036 10.291 7.354
-20.437 10.297 6.284
-20.619 10.368 5.735
-20.423 10.260 3.078
-20.394 10.154 3.786
-20.095 10.035 2.475
-19.928 10.185 4.753
-22.210 11.175 6.822
-21.368 10.885 12.354
-19.613 9.785 2.045
-21.938 11.015 8.061
-19.894 10.008 3.965
-22.631 11.285 6.709
-22.391 11.075 8.974
-21.538 10.745 4.623
-23.817 11.732 15.373
-19.844 9.925 6.581
-20.877 10.559 3.100
-20.267 10.205 3.029
-20.021 10.065 3.463
-20.853 10.315 5.649
-20.608 10.243 5.503
-20.544 10.505 4.049
-20.932 10.254 5.584
-21.220 10.655 3.157
-23.171 11.553 10.854
-22.129 10.829 7.369
-21.103 10.338 4.818
-20.481 10.415 4.585
-21.951 10.945 5.808
-20.567 10.315 3.497
-20.468 9.861 3.557
-20.798 10.562 3.264
-22.794 11.355 8.148
-18.140 9.885 2.299
-20.772 10.405 6.147
-21.043 10.640 6.874
-19.914 9.818 3.871
-21.342 10.715 2.788
-21.006 10.595 5.359
-20.950 10.520 3.046
-21.363 10.815 3.119
-21.391 10.785 3.625
-20.568 10.365 2.468
-21.191 10.768 3.790
-19.447 9.745 2.967
-21.487 10.791 5.653
-20.325 10.115 3.832
-20.558 10.325 8.242
-21.191 10.675 11.988
-20.267 10.135 3.251
-19.175 9.649 3.772
-20.520 10.475 1.550
-20.821 10.455 2.772
-21.247 10.572 2.822
-20.414 10.175 3.193
-20.415 10.155 2.604
-21.351 10.785 4.186
-20.842 10.365 6.710
-20.395 10.485 1.345
-20.452 10.275 5.114
-20.218 10.255 2.173
-21.784 10.905 4.302
-19.431 9.828 3.208
-20.307 10.255 2.283
-20.488 10.205 4.041
-21.066 10.265 8.459
-21.884 11.015 3.690
-21.773 10.955 8.168
-20.289 9.985 2.511
-19.742 9.975 2.843
-21.231 10.765 3.274
-22.564 11.285 6.578
-21.622 10.656 6.485
-21.142 10.395 5.540
-20.194 10.115 3.658
-19.407 9.865 2.443
-19.801 10.172 5.608
-18.688 9.565 3.599
-20.692 10.345 3.978
-20.482 10.495 7.161
-19.306 9.695 2.078
-20.262 10.005 2.102
-19.444 10.013 3.012
-19.649 10.175 5.817
-20.706 10.305 5.368
-20.256 10.105 3.191
-20.115 10.175 6.676
-20.013 10.065 4.029
-21.468 10.825 4.162
-20.986 10.460 3.050
-19.924 10.328 6.993
-20.240 10.234 5.761
-19.426 9.805 3.684
-21.349 10.452 5.832
-20.139 10.275 3.157
-20.068 10.235 4.660
-19.335 9.757 5.957
-19.767 10.085 1.633
-20.764 10.375 4.874
-21.416 10.735 4.143
-19.180 9.884 4.087
-20.417 10.323 1.849
-22.740 11.345 14.087
-21.594 10.915 3.411
-20.365 10.195 3.762
-20.060 9.975 3.558
-19.078 9.440 2.055
-20.652 10.295 5.866
-22.158 11.145 8.246
-18.978 9.705 3.093
-20.195 10.195 2.112
-21.498 10.775 3.456
-20.464 10.366 2.319
-20.347 10.275 6.711
-20.423 10.135 5.407
-19.986 9.933 4.448
-21.176 10.425 3.826
-19.481 9.825 2.035
-21.435 10.625 1.875
-19.668 9.785 3.622
-22.236 11.185 7.194
-22.030 11.035 7.592
-20.593 10.305 2.684
-20.660 10.375 3.486
-20.462 10.336 5.353
-18.999 9.512 2.138
-19.387 9.810 3.866
-20.181 10.165 7.697
-20.759 10.465 2.439
-22.331 10.985 9.539
-20.546 10.197 6.945
-20.600 10.095 6.398
-20.780 10.143 5.499
-21.293 10.771 5.362
-20.102 10.076 2.273
-21.382 10.665 3.626
-20.968 9.885 4.434
-20.702 10.355 4.352
-20.157 9.951 4.745
-20.866 10.441 6.719
-20.510 10.335 2.890
-19.787 9.874 2.123
-19.042 9.685 1.800
-20.759 10.495 4.028
-21.327 10.855 3.991
-19.868 10.125 3.310
-19.903 9.628 1.720
-20.434 10.175 1.394
-20.208 10.015 2.560
-21.593 10.795 7.471
-19.186 9.929 5.909
-20.364 10.045 3.286
-21.186 10.595 4.825
-20.822 10.495 2.282
-21.105 10.520 4.802
-20.119 10.105 3.095
-21.169 10.485 5.430
-20.494 10.355 3.275
-20.210 10.105 3.457
-20.395 10.425 3.193
-21.651 10.905 6.426
-20.812 10.505 2.167
-21.738 10.785 5.700
-20.105 10.275 1.425
-20.053 10.095 1.875
-19.674 10.145 2.899
-21.010 10.495 4.697
-21.005 10.515 4.130
-21.688 10.675 6.466
-20.997 10.475 7.384
-21.419 10.575 4.145
-19.542 9.985 6.413
-19.942 10.375 6.192
-20.140 10.145 4.673
-21.650 10.895 5.138
-20.500 10.275 5.941
-20.489 10.296 2.396
-21.140 10.785 4.149
-19.305 9.815 4.368
-19.887 9.915 4.070
-21.387 10.435 6.525
-19.673 9.885 5.963
-20.564 10.225 3.205
-19.572 9.795 1.915
-21.749 10.805 9.902
-19.291 9.945 3.301
-21.339 10.715 3.137
-19.560 9.946 2.963
-20.242 10.115 4.221
-20.187 10.035 4.898
-19.991 10.115 1.718
-21.585 10.825 4.905
-20.726 10.275 5.612
-20.592 10.315 3.091
-21.256 10.465 7.415
-20.905 10.635 4.006
-22.905 11.445 9.992
-20.470 10.125 3.587
-19.389 9.635 1.899
-21.203 10.665 3.014
-18.597 9.365 1.177
-21.505 10.615 6.403
-19.444 9.955 2.234
-19.881 9.985 1.912
-21.715 10.745 6.113
-18.848 9.595 2.254
-20.297 10.135 3.214
-19.498 9.745 1.538
-21.368 10.635 3.946
-20.794 10.365 8.042
-19.581 9.947 3.249
-20.414 10.165 5.314
-19.098 9.516 1.781
-20.805 10.385 5.696
-19.683 9.875 1.782
-21.990 10.895 7.115
-18.982 9.685 2.404
-21.298 10.545 4.827
-21.551 10.785 4.689
-19.360 9.945 3.829
-21.908 10.945 5.332
-18.473 9.885 2.616
-20.333 10.080 3.983
-21.438 10.645 4.807
-20.848 10.338 2.268
-20.606 10.395 3.860
-22.455 11.155 6.262
-20.790 10.305 6.553
-20.042 10.155 4.118
-20.459 10.262 6.074
-21.303 10.555 4.069
-18.770 9.485 1.588
-20.390 10.028 3.600
-20.451 10.235 2.473
-20.985 10.415 1.845
-21.069 10.465 7.948
-21.846 10.835 3.532
-20.554 10.405 2.273
-21.130 10.685 2.683
-20.619 10.300 3.236
-19.641 9.916 4.852
-20.106 10.208 2.774
-20.431 10.185 4.016
-21.008 10.455 6.042
-21.663 10.888 7.250
-20.123 10.194 5.194
-20.492 10.015 3.529
-19.911 9.925 3.734
-19.402 9.774 3.696
-19.234 9.745 2.764
-20.068 10.115 1.479
-21.118 10.625 3.456
-21.363 10.581 8.487
-18.195 9.184 2.024
-19.856 9.702 4.235
-19.398 9.918 5.369
-18.324 9.505 2.614
-22.162 10.855 5.950
-18.073 9.171 2.071
-22.355 11.077 11.611
-19.718 9.945 3.998
-20.095 10.045 4.708
-21.629 10.745 11.931
-21.486 10.865 5.005
-20.930 10.505 2.329
-20.185 10.005 2.357
-20.706 10.265 5.203
-21.190 10.465 6.449
-20.918 10.455 1.834
-20.684 10.434 1.872
-19.653 10.055 5.802
-19.743 9.935 3.179
-19.108 9.705 2.664
-20.612 10.425 1.878
-19.662 9.714 4.982
-21.348 10.654 3.675
-21.363 10.775 3.622
-20.851 10.265 6.824
-20.783 10.375 10.402
-20.059 10.055 4.227
-21.366 10.775 4.740
-21.605 10.875 3.454
-21.181 10.605 5.710
-22.158 11.155 6.265
-19.956 9.873 5.315
-22.272 11.075 10.908
-21.299 10.545 4.647
-20.312 9.959 6.167
-21.204 10.584 3.235
-21.596 10.775 4.943
-22.070 10.945 9.645
-21.433 10.755 4.058
-21.082 10.445 5.753
-20.732 10.495 2.774
-20.561 10.215 4.285
-21.146 10.605 3.898
-19.509 9.736 3.223
-20.529 10.266 4.596
-20.715 10.355 3.407
-20.658 10.375 2.758
